Subject Code,Course Title,Description
English Literature,Composition and Rhetoric,"Understand And Practice Reading, Writing, And Rhetoric Within The Context Of A Biblical Worldview.
Apply Methods Of Sound Reasoning (Induction And Deduction) And Argumentation In Writing.
Proceed Independently Though The Various Stages Of Research And To Integrate Sources Accurately And Effectively.
Apply The Process Approach (Especially Writing Effective Thesis, Outlining, Drafting, Revising, And Editing) To Write Competent Essays.
Discover And Evaluate Information To Accomplish A Specific Purpose.
Communicate Information Effectively In The English Language, Orally And/Or Through Writing, For A Variety Of Purposes, Using Technology When Appropriate.
Analyze And Assess Various Forms Of Information And Expression To Determine Their Meaning, Employing Technology When Relevant.
Demonstrate A Basic Understanding Of The Role Of Research And Scholarship In Order To Apply It In Various Contexts.
Relate Communication And Information Literacy To Participation In God’s Redemptive Work."
English Literature,Creative Nonfiction II,"Continue To Develop Their Understanding Of The Craft, Techniques And Varieties Of Creative Nonfiction.
Write Their Own Creative Nonfiction Project Using Writing And Storytelling Tools Discussed In The Reading Assignments.
Acquire The Skills Needed To Effectively Give And Receive Constructive Criticism In A Creative Workshop.
Gain Tools To Continue Their Nonfiction Writing Craft Beyond The Class, Including Reading Like A Writer, Consistently Writing, And Doing Revisions.
Two New, Polished (Workshopped And Revised) Essay-Length Works Of Creative Nonfiction.
A Strengthened Ability To Identify And Critique Published Creative Nonfiction.
Confidence In Providing Constructive Criticism For Peers’ Writing.
A Roadmap For Deepening Their Own Craft Using Basic Elements Of Nonfiction Writing Discussed In This Course."
English Literature,COMPOSITION II,"Evaluate Written Texts (Eg For Accuracy, Reliability, Significance, Rhetorical Context, Etc) By Applying Critical Reading Skills.
Develop A Focused Central Claim/Thesis, In Response To An Identified Question Or Problem, That Addresses A Specific Audience And Purpose.
Integrate Relevant, Authoritative Source Material Appropriate For A Professional Or Expert Audience As Evidence To Support A Thesis.
Interpret And Analyze Evidence To Develop The Thesis Or Supporting Claim.
Organize Claims And Evidence In A Relevant Sequence To Persuade A Specific Audience Of The Validity Of The Thesis.
Synthesize Ideas Discovered From Primary And Secondary Sources To Draw A Conclusion That Addresses The Research Question And Connects To The Larger Conversation.
Employ Appropriate Conventions Of Documentation (Eg MLA Or APA) To Establish Authority And To Connect Work To A Specific Disciplinary Community.
Edit Written Work For Style And Tone Appropriate For Expert And Professional Audiences."
English Literature,Composition I,"Demonstrate Knowledge Of Individual And Collaborative Writing Processes.
Develop Ideas With Appropriate Support And Attribution.
Write In A Style Appropriate To Audience And Purpose.
Read, Reflect, And Respond Critically To A Variety Of Texts.
Use Edited American English In Academic Essays."
English Literature,English Composition II,"Communicate Effectively Using Oral, Written, And Electronic Methods.
Use Critical And Analytical Thinking Skills.
Demonstrate Discipline-Specific Knowledge, Skills, And Competencies.
Exemplify Professional Demeanor, Ethical Behavior, And Respect For Diversity.
Respond Appropriately To Various Rhetorical Situations, Purposes, And Audiences.
Use Writing And Reading For Inquiry, Learning, Thinking, And Communicating.
Integrate Original Ideas With Those Of Others.
Develop Flexible Strategies For Generating, Revising, Editing, And Proof-Reading.
Use Collaborative Writing Processes.
Demonstrate Knowledge Of Structure, Paragraphing, Tone, Mechanics, Syntax, Grammar, And Documentation.
Recognize Logical Fallacies Given A Variety Of Rhetorical Situations, Purposes, And Audiences.
Write Effectively Using Generally Accepted Essay Structure, Paragraphing, Tone, Mechanics, Syntax, Grammar, And Documentation.
Integrate Original Ideas With Those Of Others.
Demonstrate Research Skills Through The Writing Of A Formal Research Paper.
Collaborate Effectively With Peers To Achieve Stated Outcomes.
Demonstrate Knowledge Of Structure, Paragraphing, Tone, Mechanics, Syntax, Grammar, And Documentation."
English Literature,Introduction to Mythology,"The Written Sources Of Greek, Roman, And Other Cultural Mythologies
Mythological Patterns And Archetypes In Everyday Life
Explain The Nature Of Myths As Continually Changing And Open To Multiple Interpretations"
English Literature,College Composition I,"The Student Will Write A College-Level Essay.
The Student Will Analyze And Evaluate Sources.
The Student Will Use Correct Grammar And Mechanics.
The Student Will Successfully Apply MLA And APA Formatting.
Be Able To Locate And Evaluate (For Credibility, Sufficiency, Accuracy, Timeliness, Bias And So On) Quality Research Materials To Support Their Research Goals.
Be Able To Synthesize And Incorporate Quality Sources Into Their Papers While Employing An Accepted Academic Documentation System.
Be Able To Develop Their Knowledge Of Linguistic Structures, Including Grammar, Punctuation, And Spelling, Through Practice In Composing And Revising And Should Be Able To Apply That Knowledge To The Composition Of An Organized, Logical Essay.
Be Able To Read And Compose Works In Several Different Genres And Taking Into Account How Genre Conventions Shape And Are Shaped By Readers’ And Writers’ Purposes.
Evaluate Academic Sources, Which May Include Media, And Apply Research To A Topic.
Demonstrate Proficiency In A Specific Citation Formatting Style.
Employ Clear, Concise Oral And Written Communication.
Demonstrate Effective Message Organization.
Generate Various Forms Of Communication Applicable In The Business World."
English Literature,English Composition,"Demonstrate An Awareness Of And Confidence Using Rhetorical Terminology And Concepts
Produce Different Genres Of Writing Appropriate To Different Rhetorical Situations
Â— Use Revision To Develop Texts And Ideas Through Multiple Drafts
Edit Their Work To Produce Polished Texts Appropriate For Audience And Situation
Â— Practice Various Methods Of Invention, Collaboration, Research, Peer Review, And Revision
Utilize Appropriate Research Methods To Develop And Support A Point Of View Â
Reflect Upon And Explain Their Choices In Developing A Piece Of Writing Through Several Drafts
Analyze Written Texts As A Way To Develop Critical Thinking Skills"
English Literature,Composition I,"Write Coherent, Organized Essays
Choose The Appropriate Tone, Style, And Diction To Communicate Clearly And Engage Readers
Employ Concise, Grammatical, And Varied Sentence Structures
Develop College-Level, Focused Thesis Statements
Support Thesis Statements With Appropriate Evidence
Summarize College-Level Readings
Analyze The Audience, Purpose, And Rhetorical Strategies Used By Others
Evaluate The Effectiveness Of An Argument
Apply Standard Academic Documentation Style
Integrate Evidence From Primary And Secondary Sources Through The Use Of Quotations, Paraphrasing, And Summarizing
Formulate A Writing Process That Includes Planning, Drafting, Revising, And Editing"
English Literature,College Composition,"Identify And Analyze Audience, Author’s Purpose And Tone, Main Ideas, And Supporting Details In Written Text.
Demonstrate Competency In The Writing Process To Produce A Coherent And Organized Essay: Planning, Researching, Drafting, Revising, Editing.
Construct And Support A Thesis Relevant To A Scholarly Conversation With Specific And Appropriate Information.
Utilize Academic Sources To Support Scholarly Discourse And To Cite Sources Following MLA Guidelines.
Students Will Demonstrate Effective Reading And Writing Skills By Using Appropriate Strategies For A Variety Of Rhetorical Purposes And Audiences.
Students Will Identify And Apply Appropriate Quantitative Analytical Methods To Explain Phenomena And Generate Effective Solutions.
Students Will Apply Critical And Creative Thinking Skills To Analyze, Evaluate, And Synthesize Ideas.
Students Will Demonstrate An Understanding Of Diverse Perspectives And Their Influence On Individual, Social, Historical, And Political Events Or On Cultural Expression.
Students Will Demonstrate Effective Information Literacy Skills By Locating, Evaluating, And Effectively And Ethically Using Information To Achieve An Academic Or Professional Purpose.
Find, Evaluate, Document, And Apply Information From Sources By Using Standard Discipline Conventions And Demonstrating Ethical Standards.
Analyze And Evaluate A Piece Of Writing By Constructing A Wellsupported Response That Synthesizes Ideas From Sources In The Development Of The Students’ Own Ideas And Respects Differing Points Of View.
Compose A Coherent Essay, For A Variety Of Rhetorical Contexts That Includes A Specific Thesis, Well-Developed Paragraphs, And An Appropriate Organizational Pattern."
English Literature,Communications II,"Evaluate Written And Oral Communication For Proper Business Elements: Format, Use Of Correct English, Sentence Construction, Word Choice, Cultural Diversity And Ethical Awareness, Audience-Centered Approach, Style, Tone, And Purpose.
Identify Principles Of Team Communication.
Plan An Agenda And Conduct A Team Meeting.
Utilize Technology To Compose A Shared Document.
Identify Principles Of Conflict Resolution.
Identify How Generational Differences Affect Workplace Communication.
Utilize Library Resources To Conduct Research.
Cite Sources Using An Approved Documentation Style.
Compile An Employment Portfolio: Application, Cover Letter, Resume, And Follow-Up Letter.
Prepare For An Interview: Generate List Of Questions To Ask An Interviewer, Prepare Answers To Commonly Asked Questions, And Identify Common Mistakes Made During Interviews.
Conduct Research On Current Trends In A Chosen Career.
Read And Evaluate Current Business Articles.
Prepare An Informational Report.
Identify Technological Skills Necessary For Today’s Employees.
Create Documents And Spreadsheets Using Word Processing And Spreadsheet Software.
Explain The Importance Of And Appropriate Use Of Social Media Tools For Businesses.
Conduct Primary And Secondary Research.
Prepare An Analytical Report With Charts And Tables.
Use Project-Based Technology To Organize And Complete A Team Project.
Prepare A Team Presentation."
